id,REFLEC1,REFLEC2,REFLEC3,REFLEC4,REFLEC5,REFLEC6,REFLEC7,PCA1,PCA2,PCA3,NDVI1,NDVI2,NDVI3,NDVI4,ELEV1,PEND1,ILUM1,TOPOIND1,ROUGH1,TRI1,COFS1,TMPMAN1,TMPMAX1,TMPMIN1,TVARDAY1,PRECIPAN1,PRECIPWET1,PRECIPDRY1,PRECIPVAR1,MARTONNE1,LAT2,LON1,DOSEL1,VVR1,VHR1,VHVVR1,VVD1,VHD1,VHVVD1,MNDWI1,NDTI1,Target
id_ulj03ojvya,195.0,263.0,528.0,594.0,2315.0,2271.0,1227.0,15695.97754,658.3930053710938,187.63323974609372,0.3478724360466003,0.5555850863456726,0.6957114934921265,0.1218713074922561,1604.0,18.78690719604492,120.0,0.875,22.0,6.875,27.0,17.11326789855957,29.72680282592773,3.642077445983887,16.57438087463379,1156.1968994140625,265.2634277,4.999999523162842,107.23030090332033,42.64417266845703,20.30686378479004,-104.5749512,7.0,0.17642288,0.04260951,0.24138236,0.12450134,0.03550009,0.28490937,-0.6227224,0.29845625,97
id_m1uxcsfuzo,95.0,135.0,317.0,264.0,2103.0,1212.0,556.0,14640.1709,159.64109802246094,797.6501465,0.7089888453483582,0.786507249,0.8937603235244751,0.0564709492027759,2011.0,30.86246681213379,105.0,-2.5,50.0,14.625,32.0,16.047367095947266,27.466459274291992,3.8704254627227774,15.410698890686035,1426.0526123046875,337.7560729980469,4.999330043792725,111.7235336303711,54.74850845336914,20.78203392028809,-104.7267075,26.0,0.19406995,0.05845656,0.30105874,0.16914462,0.048970472,0.2893473,-0.58534986,0.3710407,16
id_w4ri7xek5d,175.0,190.0,414.0,261.0,3476.0,1456.0,575.0,15385.61621,933.7316895,1684.2498779296875,0.7430139183998108,0.8448194265365601,0.904576063156128,0.057006735,217.0,14.36600399017334,218.0,-3.625,21.0,6.375,33.0,23.886646270751957,31.560523986816406,13.25415325164795,12.153425216674805,1171.415527,315.0400085449219,1.0,122.05113220214844,34.56938171386719,20.80627822875977,-105.4468307,13.0,0.20807841,0.04598115,0.22087376,0.16720779,0.045351144,0.27106413,-0.5572192,0.43377644,95
id_cnpw8sux74,208.0,176.0,380.0,262.0,2200.0,1490.0,708.0,14928.2168,281.69561767578125,716.2572631835938,0.6360154747962952,0.7720186114311218,0.8688311576843262,0.085960828,1399.0,30.33509063720703,102.0,1.25,38.0,11.5,23.0,17.902597427368164,29.981285095214844,4.805671215057373,16.071182250976562,1254.290283203125,300.0271301269531,4.183412075042725,110.9803466796875,44.95280838012695,20.712547302246094,-104.6876984,19.0,0.21796125,0.08154232,0.3739423,0.2635476,0.08355619,0.31692377,-0.59358287,0.35577795,101
id_bpl12nf90n,195.0,204.0,475.0,312.0,3967.0,1968.0,813.0,15938.1582,1434.447266,1711.936523,0.7422023415565491,0.8316419124603271,0.8924054503440857,0.085850284,934.0,28.80209350585937,216.0,-3.375,52.0,13.25,33.0,20.48734664916992,30.38219451904297,8.192611694335938,14.965121269226074,1539.496826171875,377.6573181152344,2.999744415283203,119.0503921508789,50.49679565429688,20.3213005065918,-105.2798615,16.0,0.19244471,0.050314475,0.2613132,0.17725146,0.04869323,0.2745578,-0.6111338,0.41531822,25
id_7h75tygvsw,160.0,173.0,389.0,289.0,3195.0,1624.0,706.0,15380.57129,895.6627197265625,1345.2698974609375,0.7455499768257141,0.8130388259887695,0.8616533875465393,0.046147108,1005.0,14.638398170471191,130.0,-0.5,22.0,6.625,25.0,20.703266143798828,30.914718627929688,7.784454822540283,15.574983596801758,1268.217773,339.5469665527344,2.000661373138428,122.50751495361328,41.30649948120117,21.254106521606445,-104.9532547,21.0,0.23947844,0.06184668,0.25814793,0.2072593,0.053931553,0.26008746,-0.61351216,0.3939914,80
id_0mydbenp9x,415.0,554.0,878.0,1195.0,2305.0,2976.0,2294.0,16922.12695,716.0534668,-650.6036377,0.2719148993492126,0.3538113832473755,0.5200324654579163,0.080303796,791.0,2.074426651000977,185.0,0.875,5.0,1.375,16.0,23.84323501586914,36.50521087646485,10.032773971557615,17.15252685546875,977.6337280273438,270.28570556640625,3.0,118.64735412597656,28.88712882995605,20.819475173950195,-104.4565125,0.0,0.11601933,0.014674916,0.12637788,0.09660693,0.019066669,0.19715928,-0.54436946,0.12941176,98
id_4w00sug5wu,417.0,461.0,760.0,965.0,2427.0,3544.0,2435.0,17097.11914,1181.2381591796875,-822.9848633,0.2607208490371704,0.4789157211780548,0.740632951,0.1877118051052093,1487.0,3.931486606597901,190.0,0.375,7.0,1.625,23.0,17.847003936767578,30.522785186767575,3.9959871768951416,16.93637466430664,1219.0008544921875,284.84625244140625,5.0,109.1207046508789,43.77504348754883,20.420700073242188,-104.7067184,0.0,0.09579409,0.02727454,0.28442356,0.03436733,0.007454848,0.21628733,-0.64684016,0.18548252,97
id_46lidvpfy8,251.0,271.0,616.0,518.0,3116.0,2191.0,1091.0,15962.30859,994.6817626953124,879.840332,0.403746485710144,0.6457834243774414,0.8519786,0.1643020063638687,238.0,8.24396801,189.0,-0.75,10.0,3.375,19.0,24.46973228,32.646175384521484,13.23235798,13.497933387756348,1270.152832,314.6311950683594,3.336576461791992,118.1948699951172,36.84850311279297,20.164182662963867,-105.0406723,5.0,0.18740334,0.055546064,0.2962404,0.09740469,0.022570752,0.23148376,-0.56109726,0.33516148,23
id_eq1k8u88e0,368.0,410.0,730.0,739.0,2182.0,2626.0,1701.0,16210.5293,603.8345336914062,-243.8201752,0.2727504670619964,0.4831588864326477,0.8096694946289062,0.2048085331916809,839.0,5.627353191375732,109.0,2.875,8.0,2.75,21.0,23.32003593444824,35.079429626464844,10.135680198669434,16.33742332458496,898.182373,238.7899932861328,2.0,115.15668487548828,26.95654297,21.03569221496582,-104.6793747,4.0,0.18166631,0.05069832,0.27892032,0.12451263,0.0239547,0.19223332,-0.5649583,0.21377397,80
id_m1lygd2k9c,129.0,141.0,326.0,277.0,1864.0,1218.0,561.0,14569.86133,12.425847053527832,632.0676879882812,0.6312415599822998,0.7309824228286743,0.842762291,0.08857996,884.0,32.84280014038086,121.0,-5.125,53.0,17.25,27.0,20.498069763183597,30.06255340576172,8.581263542175293,14.66529369354248,1436.856445,344.4044494628906,3.9716684818267822,117.47753143310548,47.11286926269531,20.321605682373047,-105.1085358,23.0,0.22470959,0.055912644,0.24871112,0.2482314,0.06896272,0.27770442,-0.57772017,0.3693086,29
id_7eyu9rlvb4,459.0,766.0,1167.0,1403.0,2469.0,2571.0,1922.0,16952.73047,342.4820861816406,-177.8296967,0.1548924744129181,0.2765215039253235,0.443124771118164,0.096736059,1173.0,9.06450653076172,169.0,-1.375,11.0,3.375,28.0,20.742456436157227,33.41343307495117,6.993041992,16.943017959594727,1152.801758,322.39337158203125,2.0,121.91382598876952,37.49870681762695,21.30396270751953,-104.608902,0.0,0.4094532,0.050726064,0.12385708,0.2867982,0.03468193,0.12088585,-0.37560192,0.14444691,1
id_vgxd24gpp3,210.0,267.0,562.0,493.0,3374.0,2104.0,1152.0,16010.38477,1138.347656,1052.760254,0.4985143542289734,0.697489321,0.8429272174835205,0.1085483431816101,245.0,4.143428802490234,177.0,1.25,4.0,1.25,20.0,24.382911682128903,33.64531326293945,12.951010704040527,13.766409873962402,1280.295166015625,315.05401611328125,2.0,120.15699768066406,37.236358642578125,20.89599609,-104.9004974,0.0,0.18566258,0.050446358,0.27156362,0.13340643,0.041444276,0.31042907,-0.5783946,0.29238328,95
id_to0j4r4mpv,253.0,254.0,431.0,357.0,1720.0,1533.0,760.0,14868.44629,-30.79416466,342.8244934082031,0.4011330306529999,0.6416890025138855,0.8782736659049988,0.1865032911300659,687.0,15.191770553588867,83.0,-0.625,18.0,6.25,21.0,24.17961883544922,36.37545394897461,10.725930213928224,16.551504135131836,948.3927001953124,260.4888610839844,2.0,118.41385650634766,27.74730873,20.910768508911133,-104.5016327,13.0,0.17328452,0.056006234,0.3230175,0.20622551,0.06295037,0.30510223,-0.56109977,0.33711293,19
id_ucwimtsvav,270.0,395.0,746.0,772.0,2635.0,1827.0,977.0,15766.82227,408.5213928222656,716.8245849609375,0.3781861066818237,0.5765841603279114,0.8082135915756226,0.168884277,1615.0,24.642860412597656,211.0,2.875,43.0,11.625,33.0,18.57536506652832,30.77515411376953,5.6648359298706055,16.437469482421875,1173.097168,298.6533508300781,3.2882227897644043,114.65565490722656,41.056270599365234,21.126863479614254,-104.5358276,9.0,0.2106872,0.06659055,0.31591362,0.15747443,0.0477123,0.30279213,-0.42013213,0.30313838,1
id_pzvmioxwb4,285.0,383.0,786.0,1022.0,2866.0,2720.0,1690.0,16607.44922,997.3460693359376,128.23529052734375,0.280150294303894,0.4804934859275818,0.7858452796936035,0.1846928745508194,1064.0,4.630479335784912,181.0,0.75,7.0,2.25,24.0,20.64772605895996,32.004371643066406,7.547228336334228,16.002422332763672,1246.8848876953125,345.0892639160156,2.0,123.84239959716795,40.68457794189453,21.335289001464844,-104.8231049,0.0,0.17890956,0.056399528,0.31506434,0.09332082,0.026014114,0.27846164,-0.5516258,0.23356009,102
id_qhfdcvu8ju,710.0,1048.0,1495.0,1665.0,2784.0,2895.0,2356.0,17785.48047,364.9772033691406,-246.1036224,0.1619042009115219,0.2482414990663528,0.3544574081897735,0.0615207366645336,1031.0,4.630479335784912,182.0,1.125,7.0,2.5,24.0,20.792770385742188,32.43790817260742,7.308484077453613,16.36941146850586,1291.904052734375,353.1085205078125,1.6560909748077393,124.86134338378906,41.95514678955078,21.401691436767575,-104.8939972,0.0,0.6100733,0.042106673,0.069007725,0.39276102,0.035674587,0.09080715,-0.3189066,0.10264711,22
id_hfhpizlzq7,227.0,257.0,514.0,316.0,3092.0,1872.0,744.0,15563.44824,862.5750732421875,1189.745117,0.5497075915336609,0.7692211866378784,0.9043242931365968,0.1327283829450607,116.0,11.000228881835938,179.0,-0.625,12.0,3.625,24.0,25.024768829345703,32.65898895263672,14.133485794067385,12.693463325500488,1139.4520263671875,300.7307129,1.0,121.43206787109376,32.533042907714844,20.779247283935547,-105.2999802,4.0,0.23130685,0.050504174,0.2182484,0.17642078,0.073821306,0.4182018,-0.56915337,0.43119264,79
id_3oehlpmes8,123.0,235.0,559.0,463.0,3019.0,1869.0,866.0,15605.76758,855.2681884765625,1025.263672,0.3881600797176361,0.6530569195747375,0.8698930144309998,0.1723910123109817,306.0,0.9280362129211426,178.0,-1.625,8.0,2.25,29.0,23.774747848510746,32.30378341674805,12.24485206604004,13.586271286010742,1335.1600341796875,338.1478271484375,2.0,121.5418930053711,39.53105163574219,21.15164375305176,-105.034584,12.0,0.19556835,0.04703223,0.24036707,0.15273914,0.040510513,0.26505327,-0.5395387,0.3667276,11
id_7hhemi9uss,178.0,203.0,322.0,189.0,984.0,296.0,117.0,13671.67969,-990.7684326,628.7944336,0.1916442811489105,0.5517482161521912,0.8009021878242493,0.2037957161664962,11.0,5.849521160125732,198.0,-0.125,9.0,2.875,22.0,25.426740646362305,33.244022369384766,15.233460426330566,11.467307090759276,1483.999512,404.85003662109375,1.0,128.56361389160156,41.88928985595703,21.34852409362793,-105.2378387,0.0,0.04414644,0.011285843,0.25506783,0.04559703,0.011802715,0.25828186,0.04207119,0.43341395,41
id_pf8damx8hw,182.0,211.0,446.0,347.0,2881.0,1827.0,797.0,15434.46484,785.6589965820312,1005.5472412109376,0.4481101632118225,0.7224688529968262,0.848523736,0.145922303199768,1530.0,11.074480056762695,149.0,-1.0,20.0,5.75,23.0,16.744733810424805,27.06881332397461,4.873680114746094,14.463529586791992,1595.4134521484375,387.7955627441406,2.7818143367767334,118.00437927246094,59.65764999389648,20.36503028869629,-104.9456482,15.0,0.2651345,0.056823805,0.21423987,0.18320514,0.048624687,0.26526636,-0.6075671,0.39253047,79
id_sfpqjxvpw2,350.0,377.0,643.0,716.0,2256.0,2781.0,1802.0,16284.41309,779.5370483398438,-311.6804199,0.3086743652820587,0.5207993388175964,0.7328851819038391,0.1560017019510269,1339.0,11.037423133850098,180.0,-2.5,13.0,4.625,24.0,19.05951499938965,31.550676345825195,5.647071361541748,16.541109085083008,1149.063232421875,277.3603210449219,6.242570877075195,109.86221313476562,39.54322814941406,20.34253692626953,-104.8052521,6.0,0.20255424,0.042333268,0.20889406,0.08904897,0.027308185,0.30632082,-0.6244159,0.21361554,25
id_8qx1ifs7z1,227.0,320.0,635.0,677.0,2697.0,2178.0,1188.0,15899.10352,733.5893555,512.9645996,0.379017174,0.5565100312232971,0.7280235290527344,0.1294328570365905,1142.0,26.94840240478516,230.0,-0.375,40.0,11.5,32.0,20.49581527709961,29.917633056640625,8.633131027,14.610315322875977,1447.6363525390625,346.5844421386719,3.904141664505005,118.17070770263672,47.470176696777344,20.27048110961914,-105.1661758,9.0,0.13312104,0.033090092,0.24838488,0.11043234,0.02792271,0.25262028,-0.5485247,0.29411763,69
id_ehyhyoarjv,258.0,319.0,547.0,708.0,2289.0,1848.0,1376.0,15662.28223,385.2781982421875,247.6801758,0.3758518397808075,0.5220339894294739,0.7368905544281006,0.1080522537231445,955.0,2.9324018955230717,185.0,2.125,5.0,2.125,21.0,22.14291000366211,34.38255692,8.386186599731445,17.20890998840332,1080.796875,290.3018493652344,2.0,118.6807632446289,33.62501525878906,21.097171783447266,-104.8035965,3.0,0.15725364,0.04445492,0.282516,0.086793415,0.018447202,0.21229689,-0.54321504,0.14640199,25
id_di5qq1io9m,309.0,309.0,613.0,585.0,3377.0,2444.0,1345.0,16327.04102,1237.131836,838.7243041992188,0.5246498584747314,0.6978268027305603,0.8529045581817627,0.1110657379031181,597.0,3.707287073135376,181.0,0.125,4.0,1.5,25.0,22.150466918945312,32.114784240722656,9.341554641723633,15.42328929901123,1595.4166259765625,418.8341979980469,2.0,122.00849151611328,49.62342834472656,20.322322845458984,-105.332962,0.0,0.17471682,0.04788844,0.27393496,0.11700945,0.032734256,0.27951849,-0.5989532,0.29005015,97
id_2g8jswjh8f,227.0,210.0,411.0,322.0,2128.0,1659.0,781.0,15048.22461,292.4637451171875,563.7131348,0.4256642758846283,0.6832107305526733,0.8330561518669128,0.1425774544477462,1388.0,8.294620513916016,178.0,0.25,10.0,3.625,23.0,18.443967819213867,30.776796340942383,4.957928657531738,16.50975227355957,1214.857666015625,289.7096252441406,4.296870708465576,111.08200073242188,42.71122741699219,20.45995330810547,-104.7614899,18.0,0.21019189,0.04542028,0.21598685,0.14803153,0.044920046,0.30324432,-0.60289854,0.35983604,101
id_9kyz209j13,155.0,184.0,442.0,315.0,2384.0,1312.0,644.0,14931.85156,281.5343322753906,927.3631591796876,0.6752414703369141,0.756693423,0.8356335163116455,0.058957469,1447.0,11.71947956085205,121.0,-2.0,17.0,4.75,27.0,20.23830986022949,32.02155685424805,7.448360919952393,15.84962558746338,1064.143310546875,289.2275085449219,2.178528070449829,119.0915069580078,35.19194793701172,21.20530128479004,-104.4557343,20.0,0.181605,0.047160108,0.25954217,0.1372441,0.043583076,0.31732762,-0.49600908,0.34151328,80
id_1120slkp8n,145.0,237.0,516.0,454.0,2645.0,1728.0,845.0,15378.16211,586.2742919921875,831.8239135742188,0.5218245983123779,0.6839479207992554,0.8286493420600891,0.1063259989023208,164.0,2.074426651000977,185.0,0.75,7.0,2.0,24.0,24.718673706054688,33.10591125488281,13.680338859558104,12.977521896362305,1452.928466796875,365.1429748535156,2.0,122.70246124267578,41.848594665527344,21.00060272216797,-105.0868301,5.0,0.22997838,0.06135609,0.26667473,0.19192863,0.057139315,0.29755622,-0.54010695,0.34317917,80
id_vixad3s46l,175.0,206.0,482.0,335.0,3172.0,1562.0,725.0,15421.2627,803.4166870117188,1346.827637,0.7320242524147034,0.8075652122497559,0.8709273934364319,0.0468891,28.0,2.9324018955230717,180.0,1.125,3.0,1.375,22.0,26.026351928710938,34.40761947631836,14.399999618530272,13.778923988342283,1230.195313,312.9039001464844,1.0,119.30554962158205,34.14709473,20.806304931640625,-105.1805115,4.0,0.20418806,0.06623287,0.32421312,0.14215411,0.04481006,0.3150001,-0.5283757,0.3659816,75
id_7b09d7xhf6,150.0,183.0,426.0,374.0,2647.0,1857.0,847.0,15352.50781,706.9455566,788.2078247070312,0.5430433750152588,0.7247954607009888,0.8354706764221191,0.1018713191151619,1594.0,31.328542709350582,235.0,1.625,53.0,14.375,37.0,17.51422119140625,27.43663787841797,5.711868762969971,14.581541061401367,1749.740234,426.88714599609375,2.0342609882354736,121.5007553100586,63.59685516357422,20.461301803588867,-105.1694946,11.0,0.18902634,0.040337123,0.21328136,0.16637155,0.0459774,0.27618772,-0.6268068,0.3735207,94
id_r8sidud6bk,120.0,136.0,319.0,246.0,2019.0,1258.0,581.0,14637.80078,130.96409606933594,718.1396484,0.6493515968322754,0.7750229835510254,0.8694033622741699,0.078262299,1427.0,38.630889892578125,171.0,0.25,56.0,19.375,33.0,19.32069206237793,29.58690071105957,7.556244850158691,14.59996223449707,1429.3582763671875,351.8740234,3.971653461456299,117.41800689697266,48.75564956665039,20.634490966796875,-104.9992371,27.0,0.27872583,0.06204539,0.22252384,0.2688464,0.084230006,0.31318513,-0.5954343,0.36813483,16
id_xgipfiv3l7,94.0,122.0,348.0,200.0,3087.0,1373.0,546.0,15083.52637,773.1458129882812,1441.506591796875,0.7785639762878418,0.8759742379188538,0.9366529583930968,0.051961973,51.0,11.037423133850098,161.0,-3.0,19.0,5.875,26.0,24.319061279296875,32.11457443237305,14.01243019104004,11.663763046264648,1187.641113,316.7030944824219,1.9978798627853396,122.89303588867188,34.60588455200195,20.943790435791016,-105.3787766,17.0,0.21666704,0.04715095,0.217519,0.20589496,0.062972754,0.30570045,-0.5955839,0.4309536,81
id_c19mf8h0hk,352.0,508.0,790.0,989.0,2843.0,2485.0,1844.0,16619.75586,817.2929688,157.48207092285156,0.3215082287788391,0.4749327003955841,0.6372833251953125,0.1103910505771637,786.0,4.721770286560059,196.0,0.75,8.0,2.75,18.0,23.12255477905273,35.40230178833008,9.408653259277344,16.98297119140625,919.2905273,248.9917755126953,2.0,116.41481018066406,27.754383087158203,21.10927963256836,-104.6674957,0.0,0.18353762,0.05882843,0.32035065,0.088760056,0.02645518,0.29771736,-0.51755726,0.14807114,110
id_60rx79rgxg,179.0,203.0,408.0,345.0,2534.0,1456.0,680.0,15079.08984,420.9702453613281,958.6595458984376,0.6231868267059326,0.749238908,0.8612367510795593,0.087286063,1821.0,13.539664268493652,129.0,0.875,19.0,5.25,35.0,18.02709579467773,30.13436508178711,5.261068344116211,16.43526840209961,1267.277099609375,322.41851806640625,3.846813201904297,115.39473724365234,45.21881484985352,21.42675018310547,-104.731102,16.0,0.18450183,0.046797235,0.25350362,0.15238425,0.047657993,0.3125437,-0.5622317,0.36329585,25
id_ukrkmrhouo,232.0,250.0,599.0,571.0,2710.0,1522.0,936.0,15464.72559,447.5532531738281,907.3798217773438,0.2573691606521606,0.6331814527511597,0.9120965003967284,0.2393980026245117,936.0,2.074426651000977,184.0,-0.25,4.0,1.5,23.0,21.70935631,34.44770431518555,7.471714496612549,17.212974548339844,1233.5157470703125,345.5926208496094,1.1035066843032837,125.3597412109375,38.90068817138672,21.40465545654297,-104.8056641,0.0,0.14681122,0.03773725,0.25687113,0.09314695,0.028108083,0.30143702,-0.43517208,0.2384052,95
id_zylq9s19tc,346.0,409.0,675.0,850.0,1741.0,1791.0,1390.0,15584.39063,-69.42751312,-110.2926407,0.2233067750930786,0.3621246814727783,0.6608378887176514,0.1317466050386428,981.0,1.3123266696929932,179.0,-0.5,1.0,0.5,20.0,22.19217109680176,34.59828186035156,8.575157165527344,16.83803367614746,997.5501708984376,289.31964111328125,2.0,122.48953247070312,30.98736000061035,21.05924797058105,-104.5461502,0.0,0.10483736,0.032005507,0.3049963,0.05298393,0.012247046,0.230711,-0.45255473,0.12606098,100
id_hx31d5950a,142.0,105.0,396.0,333.0,3185.0,1724.0,968.0,15506.84375,998.6014404296876,1143.4508056640625,0.6669899225234985,0.7922511100769043,0.8947031497955322,0.068418309,1050.0,12.261333465576172,146.0,-0.25,17.0,4.75,24.0,20.642623901367188,32.22852707,7.249276161193848,16.31083106994629,1298.0433349609375,353.5507507324219,1.8187313079833984,124.463623,42.36129760742188,21.40271568,-104.8969269,0.0,0.22524792,0.057588182,0.25555232,0.19274686,0.04681483,0.2427565,-0.6264151,0.28083208,28
id_8ircbcyddp,217.0,239.0,442.0,411.0,2348.0,1728.0,880.0,15254.6875,425.4492188,625.6066284179688,0.4767900109291076,0.6930668950080872,0.9132174253463744,0.1626198589801788,565.0,19.68929481506348,175.0,0.5,24.0,7.75,19.0,23.987428665161133,33.56647491455078,12.264975547790527,14.22979736328125,1189.2225341796875,294.69879150390625,2.0,118.63568878173828,34.989585876464844,20.93875312805176,-104.8938828,9.0,0.24966276,0.06275892,0.25127414,0.3164668,0.096692696,0.30544168,-0.5926267,0.32515335,98
id_6l461a39fa,239.0,318.0,562.0,592.0,2416.0,2454.0,1370.0,15913.54102,768.7739868164062,134.94053649902344,0.364910752,0.5811559557914734,0.8060476779937744,0.1581368446350097,1130.0,13.450813293457031,142.0,1.625,17.0,5.375,29.0,20.677268981933597,30.291542053222656,8.819751739501953,14.67792797088623,1357.438965,327.8691406,4.273674964904785,116.01348876953124,44.24913406,20.25835227966309,-105.0580673,4.0,0.20740494,0.06031692,0.29067704,0.0752778,0.024180863,0.32079557,-0.62732095,0.2834728,69
